country,country_code,year,indicator,value,source
Afghanistan,AFG,2013,"Population, total",31622704.0,World Bank
Afghanistan,AFG,2014,GDP (current US$),20497128555.6972,World Bank
Afghanistan,AFG,2014,GDP per capita (current US$),625.054941813938,World Bank
Afghanistan,AFG,2014,Individuals using the Internet (% of population),7.0,World Bank
Afghanistan,AFG,2014,"Inflation, consumer prices (annual %)",4.67399603536345,World Bank
Afghanistan,AFG,2014,"Labor force, total",8229616.0,World Bank
Afghanistan,AFG,2014,"Population, total",32792523.0,World Bank
Afghanistan,AFG,2014,"Unemployment, total (% of total labor force) (national estimate)",7.915,World Bank
Afghanistan,AFG,2015,"Completion rate, primary education (%)",54.48463821411133,UNESCO
Afghanistan,AFG,2015,GDP (current US$),19134221644.7325,World Bank
Afghanistan,AFG,2015,GDP per capita (current US$),565.569730408751,World Bank
Afghanistan,AFG,2015,Individuals using the Internet (% of population),8.26,World Bank
Afghanistan,AFG,2015,"Inflation, consumer prices (annual %)",-0.661709164713742,World Bank
Afghanistan,AFG,2015,"Labor force, total",8575264.0,World Bank
Afghanistan,AFG,2015,"Population, total",33831764.0,World Bank
Afghanistan,AFG,2016,GDP (current US$),18116572395.0772,World Bank
Afghanistan,AFG,2016,GDP per capita (current US$),522.082215583898,World Bank
Afghanistan,AFG,2016,Individuals using the Internet (% of population),11.0,World Bank
Afghanistan,AFG,2016,"Inflation, consumer prices (annual %)",4.38389195513915,World Bank
Afghanistan,AFG,2016,"Labor force, total",8883595.0,World Bank
Afghanistan,AFG,2016,"Population, total",34700612.0,World Bank
Afghanistan,AFG,2016,Poverty headcount ratio at national poverty lines (% of population),54.5,World Bank
Afghanistan,AFG,2017,GDP (current US$),18753456497.8159,World Bank
Afghanistan,AFG,2017,GDP per capita (current US$),525.469770891619,World Bank
Afghanistan,AFG,2017,Individuals using the Internet (% of population),13.5,World Bank
Afghanistan,AFG,2017,"Inflation, consumer prices (annual %)",4.97595150553833,World Bank
Afghanistan,AFG,2017,"Labor force, total",9223903.0,World Bank
Afghanistan,AFG,2017,"Population, total",35688935.0,World Bank
Afghanistan,AFG,2017,"Unemployment, total (% of total labor force) (national estimate)",11.184,World Bank
Afghanistan,AFG,2018,GDP (current US$),18053222687.4126,World Bank
Afghanistan,AFG,2018,GDP per capita (current US$),491.337221382603,World Bank
Afghanistan,AFG,2018,Individuals using the Internet (% of population),16.8,World Bank
Afghanistan,AFG,2018,"Inflation, consumer prices (annual %)",0.626149149168847,World Bank
Afghanistan,AFG,2018,"Labor force, total",9215855.0,World Bank
Afghanistan,AFG,2018,"Population, total",36743039.0,World Bank
Afghanistan,AFG,2019,GDP (current US$),18799444490.1128,World Bank
Afghanistan,AFG,2019,GDP per capita (current US$),496.6025042585,World Bank
Afghanistan,AFG,2019,Individuals using the Internet (% of population),17.6,World Bank
Afghanistan,AFG,2019,"Inflation, consumer prices (annual %)",2.30237251516834,World Bank
Afghanistan,AFG,2019,"Labor force, total",9194531.0,World Bank
Afghanistan,AFG,2019,"Population, total",37856121.0,World Bank
Afghanistan,AFG,2019,Poverty headcount ratio at national poverty lines (% of population),47.1,World Bank
Afghanistan,AFG,2020,GDP (current US$),19955929052.1496,World Bank
Afghanistan,AFG,2020,GDP per capita (current US$),510.787063366811,World Bank
Afghanistan,AFG,2020,Individuals using the Internet (% of population),17.0485,World Bank
Afghanistan,AFG,2020,"Inflation, consumer prices (annual %)",5.60188791482224,World Bank
Afghanistan,AFG,2020,"Labor force, total",9060510.0,World Bank
Afghanistan,AFG,2020,"Population, total",39068979.0,World Bank
Afghanistan,AFG,2020,"Unemployment, total (% of total labor force) (national estimate)",11.71,World Bank
Afghanistan,AFG,2021,GDP (current US$),14259995441.0759,World Bank
Afghanistan,AFG,2021,GDP per capita (current US$),356.496214115892,World Bank
Afghanistan,AFG,2021,Individuals using the Internet (% of population),16.5143,World Bank
Afghanistan,AFG,2021,"Inflation, consumer prices (annual %)",5.13320340824963,World Bank
Afghanistan,AFG,2021,"Labor force, total",9183905.0,World Bank
Afghanistan,AFG,2021,"Population, total",40000412.0,World Bank
Afghanistan,AFG,2021,"Unemployment, total (% of total labor force) (national estimate)",5.679,World Bank
Afghanistan,AFG,2022,"Completion rate, primary education (%)",44.24225997924805,UNESCO
Afghanistan,AFG,2022,GDP (current US$),14497243872.1337,World Bank
Afghanistan,AFG,2022,GDP per capita (current US$),357.261152798144,World Bank
Afghanistan,AFG,2022,Individuals using the Internet (% of population),17.1917,World Bank
Afghanistan,AFG,2022,"Inflation, consumer prices (annual %)",13.7121023720065,World Bank
Afghanistan,AFG,2022,"Labor force, total",8617545.0,World Bank
Afghanistan,AFG,2022,"Population, total",40578842.0,World Bank
Afghanistan,AFG,2023,GDP (current US$),17152234636.8715,World Bank
Afghanistan,AFG,2023,GDP per capita (current US$),413.757894705303,World Bank
Afghanistan,AFG,2023,Individuals using the Internet (% of population),17.7089,World Bank
Afghanistan,AFG,2023,"Inflation, consumer prices (annual %)",-4.64470870797775,World Bank
Afghanistan,AFG,2023,"Labor force, total",8866507.0,World Bank
Afghanistan,AFG,2023,"Population, total",41454761.0,World Bank
Bangladesh,BGD,2000,"Completion rate, primary education (%)",59.58,UNESCO
Bangladesh,BGD,2000,GDP (current US$),53369787318.6245,World Bank
Bangladesh,BGD,2000,GDP per capita (current US$),396.670730249751,World Bank
Bangladesh,BGD,2000,Gini index,33.4,World Bank
Bangladesh,BGD,2000,Income share held by highest 10%,27.9,World Bank
Bangladesh,BGD,2000,Income share held by highest 20%,42.7,World Bank
Bangladesh,BGD,2000,Income share held by lowest 10%,3.7,World Bank
Bangladesh,BGD,2000,Individuals using the Internet (% of population),0.0710394,World Bank
Bangladesh,BGD,2000,"Inflation, consumer prices (annual %)",2.20825620937535,World Bank
Bangladesh,BGD,2000,"Labor force, total",49012721.0,World Bank
Bangladesh,BGD,2000,"Population, total",134544304.0,World Bank
Bangladesh,BGD,2000,Poverty headcount ratio at national poverty lines (% of population),48.9,World Bank
Bangladesh,BGD,2000,"Unemployment, total (% of total labor force) (national estimate)",3.27,World Bank
Bangladesh,BGD,2001,GDP (current US$),53991289844.3291,World Bank
Bangladesh,BGD,2001,GDP per capita (current US$),394.65641001891,World Bank
Bangladesh,BGD,2001,Individuals using the Internet (% of population),0.129808,World Bank
Bangladesh,BGD,2001,"Inflation, consumer prices (annual %)",2.0071737421384,World Bank
Bangladesh,BGD,2001,"Labor force, total",50202022.0,World Bank
Bangladesh,BGD,2001,"Population, total",136805810.0,World Bank
Bangladesh,BGD,2002,GDP (current US$),54724081490.5102,World Bank
Bangladesh,BGD,2002,GDP per capita (current US$),393.886422327628,World Bank
Bangladesh,BGD,2002,Individuals using the Internet (% of population),0.13992,World Bank
Bangladesh,BGD,2002,"Inflation, consumer prices (annual %)",3.33256493271913,World Bank
Bangladesh,BGD,2002,"Labor force, total",51222747.0,World Bank
Bangladesh,BGD,2002,"Population, total",138933658.0,World Bank
Bangladesh,BGD,2003,GDP (current US$),60158929188.2556,World Bank
Bangladesh,BGD,2003,GDP per capita (current US$),426.74880754362,World Bank
Bangladesh,BGD,2003,Individuals using the Internet (% of population),0.163878,World Bank
Bangladesh,BGD,2003,"Inflation, consumer prices (annual %)",5.66870773441476,World Bank
Bangladesh,BGD,2003,"Labor force, total",52191921.0,World Bank
Bangladesh,BGD,2003,"Population, total",140970351.0,World Bank
Bangladesh,BGD,2003,"Unemployment, total (% of total labor force) (national estimate)",4.32,World Bank
Bangladesh,BGD,2004,"Completion rate, primary education (%)",64.14999999999999,UNESCO
Bangladesh,BGD,2004,GDP (current US$),65108544250.0425,World Bank
Bangladesh,BGD,2004,GDP per capita (current US$),455.614016909798,World Bank
Bangladesh,BGD,2004,Individuals using the Internet (% of population),0.199036,World Bank
Bangladesh,BGD,2004,"Inflation, consumer prices (annual %)",7.5875363850469,World Bank
Bangladesh,BGD,2004,"Labor force, total",53128855.0,World Bank
Bangladesh,BGD,2004,"Population, total",142902856.0,World Bank
Bangladesh,BGD,2005,GDP (current US$),69476001239.419,World Bank
Bangladesh,BGD,2005,GDP per capita (current US$),480.08585075452,World Bank
Bangladesh,BGD,2005,Gini index,33.2,World Bank
Bangladesh,BGD,2005,Income share held by highest 10%,28.0,World Bank
Bangladesh,BGD,2005,Income share held by highest 20%,42.5,World Bank
Bangladesh,BGD,2005,Income share held by lowest 10%,3.8,World Bank
Bangladesh,BGD,2005,Individuals using the Internet (% of population),0.241637,World Bank
Bangladesh,BGD,2005,"Inflation, consumer prices (annual %)",7.04661816222039,World Bank
Bangladesh,BGD,2005,"Labor force, total",54042558.0,World Bank
Bangladesh,BGD,2005,"Population, total",144715786.0,World Bank
Bangladesh,BGD,2005,Poverty headcount ratio at national poverty lines (% of population),40.0,World Bank
Bangladesh,BGD,2005,"Unemployment, total (% of total labor force) (national estimate)",4.25,World Bank
Bangladesh,BGD,2006,"Completion rate, primary education (%)",72.71964263916016,UNESCO
Bangladesh,BGD,2006,GDP (current US$),71795736172.1561,World Bank
Bangladesh,BGD,2006,GDP per capita (current US$),490.388026533289,World Bank
Bangladesh,BGD,2006,Individuals using the Internet (% of population),1.0,World Bank
Bangladesh,BGD,2006,"Inflation, consumer prices (annual %)",6.76526117054757,World Bank
Bangladesh,BGD,2006,"Labor force, total",54908227.0,World Bank
Bangladesh,BGD,2006,"Population, total",146405973.0,World Bank
Bangladesh,BGD,2006,"Unemployment, total (% of total labor force) (national estimate)",3.591,World Bank
Bangladesh,BGD,2007,"Completion rate, primary education (%)",67.33,UNESCO
Bangladesh,BGD,2007,GDP (current US$),79611644974.5571,World Bank
Bangladesh,BGD,2007,GDP per capita (current US$),537.955492792911,World Bank
Bangladesh,BGD,2007,Individuals using the Internet (% of population),1.8,World Bank
Bangladesh,BGD,2007,"Inflation, consumer prices (annual %)",9.10698496905383,World Bank
Bangladesh,BGD,2007,"Labor force, total",55891567.0,World Bank
Bangladesh,BGD,2007,"Population, total",147989278.0,World Bank
Bangladesh,BGD,2008,GDP (current US$),91636997370.9772,World Bank
Bangladesh,BGD,2008,GDP per capita (current US$),613.06204104124,World Bank
Bangladesh,BGD,2008,Individuals using the Internet (% of population),2.5,World Bank
Bangladesh,BGD,2008,"Inflation, consumer prices (annual %)",8.90194489465154,World Bank
Bangladesh,BGD,2008,"Labor force, total",56846810.0,World Bank
Bangladesh,BGD,2008,"Population, total",149474264.0,World Bank
Bangladesh,BGD,2009,GDP (current US$),102475158190.998,World Bank
Bangladesh,BGD,2009,GDP per capita (current US$),679.211477428056,World Bank
Bangladesh,BGD,2009,Individuals using the Internet (% of population),3.1,World Bank
Bangladesh,BGD,2009,"Inflation, consumer prices (annual %)",5.42347236174679,World Bank
Bangladesh,BGD,2009,"Labor force, total",57807404.0,World Bank
Bangladesh,BGD,2009,"Population, total",150873714.0,World Bank
Bangladesh,BGD,2009,"Unemployment, total (% of total labor force) (national estimate)",5.0,World Bank
Bangladesh,BGD,2010,GDP (current US$),115275540051.262,World Bank
Bangladesh,BGD,2010,GDP per capita (current US$),757.385280361508,World Bank
Bangladesh,BGD,2010,Gini index,32.1,World Bank
Bangladesh,BGD,2010,Income share held by highest 10%,26.9,World Bank
Bangladesh,BGD,2010,Income share held by highest 20%,41.5,World Bank
Bangladesh,BGD,2010,Income share held by lowest 10%,3.9,World Bank
Bangladesh,BGD,2010,Individuals using the Internet (% of population),3.7,World Bank
Bangladesh,BGD,2010,"Inflation, consumer prices (annual %)",8.12667639169917,World Bank
Bangladesh,BGD,2010,"Labor force, total",58796583.0,World Bank
Bangladesh,BGD,2010,"Population, total",152201981.0,World Bank
Bangladesh,BGD,2010,Poverty headcount ratio at national poverty lines (% of population),31.5,World Bank
Bangladesh,BGD,2010,"Unemployment, total (% of total labor force) (national estimate)",3.379,World Bank
Bangladesh,BGD,2011,"Completion rate, primary education (%)",74.78202819824219,UNESCO
Bangladesh,BGD,2011,GDP (current US$),128607482310.357,World Bank
Bangladesh,BGD,2011,GDP per capita (current US$),837.336944695647,World Bank
Bangladesh,BGD,2011,Individuals using the Internet (% of population),4.5,World Bank
Bangladesh,BGD,2011,"Inflation, consumer prices (annual %)",11.3951651552399,World Bank
Bangladesh,BGD,2011,"Labor force, total",59281113.0,World Bank
Bangladesh,BGD,2011,"Population, total",153591076.0,World Bank
Bangladesh,BGD,2011,"Unemployment, total (% of total labor force) (national estimate)",2.504,World Bank
Bangladesh,BGD,2012,GDP (current US$),133310747603.483,World Bank
Bangladesh,BGD,2012,GDP per capita (current US$),859.680536375497,World Bank
Bangladesh,BGD,2012,Individuals using the Internet (% of population),5.0,World Bank
Bangladesh,BGD,2012,"Inflation, consumer prices (annual %)",6.21750422069284,World Bank
Bangladesh,BGD,2012,"Labor force, total",59869794.0,World Bank
Bangladesh,BGD,2012,"Population, total",155070101.0,World Bank
Bangladesh,BGD,2013,"Completion rate, primary education (%)",72.23,UNESCO
Bangladesh,BGD,2013,GDP (current US$),149998957434.186,World Bank
Bangladesh,BGD,2013,GDP per capita (current US$),958.262989798283,World Bank
Bangladesh,BGD,2013,Individuals using the Internet (% of population),6.63,World Bank
Bangladesh,BGD,2013,"Inflation, consumer prices (annual %)",7.53040640913172,World Bank
Bangladesh,BGD,2013,"Labor force, total",60484221.0,World Bank
Bangladesh,BGD,2013,"Population, total",156532141.0,World Bank
Bangladesh,BGD,2013,"Unemployment, total (% of total labor force) (national estimate)",4.426,World Bank
Bangladesh,BGD,2014,"Completion rate, primary education (%)",80.01213073730469,UNESCO
Bangladesh,BGD,2014,GDP (current US$),172886611653.786,World Bank
Bangladesh,BGD,2014,GDP per capita (current US$),1094.46199702838,World Bank
Bangladesh,BGD,2014,Individuals using the Internet (% of population),11.9,World Bank
Bangladesh,BGD,2014,"Inflation, consumer prices (annual %)",6.99163889220849,World Bank
Bangladesh,BGD,2014,"Labor force, total",61204476.0,World Bank
Bangladesh,BGD,2014,"Population, total",157964929.0,World Bank
Bangladesh,BGD,2015,GDP (current US$),195146608978.131,World Bank
Bangladesh,BGD,2015,GDP per capita (current US$),1224.38647668165,World Bank
Bangladesh,BGD,2015,Individuals using the Internet (% of population),12.9,World Bank
Bangladesh,BGD,2015,"Inflation, consumer prices (annual %)",6.19428022984984,World Bank
Bangladesh,BGD,2015,"Labor force, total",61920877.0,World Bank
Bangladesh,BGD,2015,"Population, total",159383179.0,World Bank
Bangladesh,BGD,2016,GDP (current US$),265224515675.034,World Bank
Bangladesh,BGD,2016,GDP per capita (current US$),1649.28380858601,World Bank
Bangladesh,BGD,2016,Gini index,32.4,World Bank
Bangladesh,BGD,2016,Income share held by highest 10%,26.8,World Bank
Bangladesh,BGD,2016,Income share held by highest 20%,41.4,World Bank
Bangladesh,BGD,2016,Income share held by lowest 10%,3.7,World Bank
Bangladesh,BGD,2016,Individuals using the Internet (% of population),18.1,World Bank
Bangladesh,BGD,2016,"Inflation, consumer prices (annual %)",5.51352572692995,World Bank
Bangladesh,BGD,2016,"Labor force, total",62629015.0,World Bank
Bangladesh,BGD,2016,"Population, total",160811932.0,World Bank
Bangladesh,BGD,2016,Poverty headcount ratio at national poverty lines (% of population),24.3,World Bank
Bangladesh,BGD,2016,"Unemployment, total (% of total labor force) (national estimate)",4.35,World Bank
Bangladesh,BGD,2017,GDP (current US$),293732446624.596,World Bank
Bangladesh,BGD,2017,GDP per capita (current US$),1811.08221668646,World Bank
Bangladesh,BGD,2017,Individuals using the Internet (% of population),21.5,World Bank
Bangladesh,BGD,2017,"Inflation, consumer prices (annual %)",5.70207015717239,World Bank
Bangladesh,BGD,2017,"Labor force, total",66147765.0,World Bank
Bangladesh,BGD,2017,"Population, total",162186147.0,World Bank
Bangladesh,BGD,2017,"Unemployment, total (% of total labor force) (national estimate)",4.372,World Bank
Bangladesh,BGD,2018,GDP (current US$),321362752441.78,World Bank
Bangladesh,BGD,2018,GDP per capita (current US$),1965.24372731467,World Bank
Bangladesh,BGD,2018,Individuals using the Internet (% of population),25.6,World Bank
Bangladesh,BGD,2018,"Inflation, consumer prices (annual %)",5.54362139486476,World Bank
Bangladesh,BGD,2018,"Labor force, total",67707982.0,World Bank
Bangladesh,BGD,2018,"Population, total",163523103.0,World Bank
Bangladesh,BGD,2019,"Completion rate, primary education (%)",82.60852813720703,UNESCO
Bangladesh,BGD,2019,GDP (current US$),351231654603.692,World Bank
Bangladesh,BGD,2019,GDP per capita (current US$),2129.79896954606,World Bank
Bangladesh,BGD,2019,Individuals using the Internet (% of population),30.4,World Bank
Bangladesh,BGD,2019,"Inflation, consumer prices (annual %)",5.59199639930629,World Bank
Bangladesh,BGD,2019,"Labor force, total",69213088.0,World Bank
Bangladesh,BGD,2019,"Population, total",164913055.0,World Bank
Bangladesh,BGD,2020,GDP (current US$),373979442362.193,World Bank
Bangladesh,BGD,2020,GDP per capita (current US$),2248.85078828233,World Bank
Bangladesh,BGD,2020,Individuals using the Internet (% of population),36.1091,World Bank
Bangladesh,BGD,2020,"Inflation, consumer prices (annual %)",5.69107474746211,World Bank
Bangladesh,BGD,2020,"Labor force, total",70410966.0,World Bank
Bangladesh,BGD,2020,"Population, total",166298024.0,World Bank
Bangladesh,BGD,2021,GDP (current US$),416271647911.014,World Bank
Bangladesh,BGD,2021,GDP per capita (current US$),2482.84917843357,World Bank
Bangladesh,BGD,2021,Individuals using the Internet (% of population),38.9174,World Bank
Bangladesh,BGD,2021,"Inflation, consumer prices (annual %)",5.54565430773473,World Bank
Bangladesh,BGD,2021,"Labor force, total",72755656.0,World Bank
Bangladesh,BGD,2021,"Population, total",167658854.0,World Bank
Bangladesh,BGD,2022,"Completion rate, primary education (%)",88.40389251708984,UNESCO
Bangladesh,BGD,2022,GDP (current US$),460131689083.083,World Bank
Bangladesh,BGD,2022,GDP per capita (current US$),2716.48592780431,World Bank
Bangladesh,BGD,2022,Gini index,30.9,World Bank
Bangladesh,BGD,2022,Income share held by highest 10%,25.5,World Bank
Bangladesh,BGD,2022,Income share held by highest 20%,40.1,World Bank
Bangladesh,BGD,2022,Income share held by lowest 10%,3.7,World Bank
Bangladesh,BGD,2022,Individuals using the Internet (% of population),41.6165,World Bank
Bangladesh,BGD,2022,"Inflation, consumer prices (annual %)",7.69695437176898,World Bank
Bangladesh,BGD,2022,"Labor force, total",74651451.0,World Bank
Bangladesh,BGD,2022,"Population, total",169384897.0,World Bank
Bangladesh,BGD,2022,Poverty headcount ratio at national poverty lines (% of population),18.7,World Bank
Bangladesh,BGD,2022,"Unemployment, total (% of total labor force) (national estimate)",4.593,World Bank
Bangladesh,BGD,2023,GDP (current US$),437415333018.291,World Bank
Bangladesh,BGD,2023,GDP per capita (current US$),2551.01773827307,World Bank
Bangladesh,BGD,2023,Individuals using the Internet (% of population),44.5027,World Bank
Bangladesh,BGD,2023,"Inflation, consumer prices (annual %)",9.8835030377921,World Bank
Bangladesh,BGD,2023,"Labor force, total",75834921.0,World Bank
Bangladesh,BGD,2023,"Population, total",171466990.0,World Bank
Bangladesh,BGD,2023,"Unemployment, total (% of total labor force) (national estimate)",3.352,World Bank
Bhutan,BTN,2000,GDP (current US$),460733418.399276,World Bank
Bhutan,BTN,2000,GDP per capita (current US$),771.924911410619,World Bank
Bhutan,BTN,2000,Individuals using the Internet (% of population),0.400944,World Bank
Bhutan,BTN,2000,"Inflation, consumer prices (annual %)",4.01212081070342,World Bank
Bhutan,BTN,2000,"Labor force, total",255846.0,World Bank
Bhutan,BTN,2000,"Population, total",596863.0,World Bank
Bhutan,BTN,2001,GDP (current US$),496110225.710307,World Bank
Bhutan,BTN,2001,GDP per capita (current US$),812.238210772056,World Bank
Bhutan,BTN,2001,Individuals using the Internet (% of population),0.864629,World Bank
Bhutan,BTN,2001,"Inflation, consumer prices (annual %)",3.41478946111594,World Bank
Bhutan,BTN,2001,"Labor force, total",265213.0,World Bank
Bhutan,BTN,2001,"Population, total",610794.0,World Bank
Bhutan,BTN,2001,"Unemployment, total (% of total labor force) (national estimate)",1.9,World Bank
Bhutan,BTN,2002,GDP (current US$),559345263.708309,World Bank
Bhutan,BTN,2002,GDP per capita (current US$),895.799489930972,World Bank
Bhutan,BTN,2002,Individuals using the Internet (% of population),1.6758,World Bank
Bhutan,BTN,2002,"Inflation, consumer prices (annual %)",2.45535714285714,World Bank
Bhutan,BTN,2002,"Labor force, total",275096.0,World Bank
Bhutan,BTN,2002,"Population, total",624409.0,World Bank
Bhutan,BTN,2003,GDP (current US$),651935430.314445,World Bank
Bhutan,BTN,2003,GDP per capita (current US$),1022.38240311018,World Bank
Bhutan,BTN,2003,Gini index,40.9,World Bank
Bhutan,BTN,2003,Income share held by highest 10%,32.2,World Bank
Bhutan,BTN,2003,Income share held by highest 20%,47.9,World Bank
Bhutan,BTN,2003,Income share held by lowest 10%,2.8,World Bank
Bhutan,BTN,2003,Individuals using the Internet (% of population),2.43691,World Bank
Bhutan,BTN,2003,"Inflation, consumer prices (annual %)",2.57230861693339,World Bank
Bhutan,BTN,2003,"Labor force, total",285485.0,World Bank
Bhutan,BTN,2003,"Population, total",637663.0,World Bank
Bhutan,BTN,2003,Poverty headcount ratio at national poverty lines (% of population),31.7,World Bank
Bhutan,BTN,2003,"Unemployment, total (% of total labor force) (national estimate)",1.8,World Bank
Bhutan,BTN,2004,GDP (current US$),735348490.428435,World Bank
Bhutan,BTN,2004,GDP per capita (current US$),1130.35934606796,World Bank
Bhutan,BTN,2004,Individuals using the Internet (% of population),3.15698,World Bank
Bhutan,BTN,2004,"Inflation, consumer prices (annual %)",4.10593698272958,World Bank
Bhutan,BTN,2004,"Labor force, total",296426.0,World Bank
Bhutan,BTN,2004,"Population, total",650544.0,World Bank
Bhutan,BTN,2004,"Unemployment, total (% of total labor force) (national estimate)",2.49,World Bank
Bhutan,BTN,2005,GDP (current US$),860391000.221655,World Bank
