country,country_code,year,indicator,value,source
Afghanistan,AFG,2013,"Agriculture, value added (annual % growth)",0.0051708027299213,Jobs/Development
Afghanistan,AFG,2014,"Agriculture, value added (annual % growth)",-0.100457250332653,Jobs/Development
Afghanistan,AFG,2015,"Agriculture, value added (annual % growth)",-5.65736076451711,Jobs/Development
Afghanistan,AFG,2016,"Agriculture, value added (annual % growth)",5.97175068925613,Jobs/Development
Afghanistan,AFG,2002,"Agriculture, value added (constant 2005 US$)",3524250083.91464,Jobs/Development
Afghanistan,AFG,2003,"Agriculture, value added (constant 2005 US$)",3622901714.25262,Jobs/Development
Afghanistan,AFG,2004,"Agriculture, value added (constant 2005 US$)",2817259046.63666,Jobs/Development
Afghanistan,AFG,2005,"Agriculture, value added (constant 2005 US$)",3315901395.97778,Jobs/Development
Afghanistan,AFG,2006,"Agriculture, value added (constant 2005 US$)",3146515866.63392,Jobs/Development
Afghanistan,AFG,2007,"Agriculture, value added (constant 2005 US$)",3608888926.72396,Jobs/Development
Afghanistan,AFG,2008,"Agriculture, value added (constant 2005 US$)",3070561158.32921,Jobs/Development
Afghanistan,AFG,2009,"Agriculture, value added (constant 2005 US$)",4438970474.01497,Jobs/Development
Afghanistan,AFG,2010,"Agriculture, value added (constant 2005 US$)",4156039155.27831,Jobs/Development
Afghanistan,AFG,2011,"Agriculture, value added (constant 2005 US$)",3840559846.98805,Jobs/Development
Afghanistan,AFG,2012,"Agriculture, value added (constant 2005 US$)",4540493791.62985,Jobs/Development
Afghanistan,AFG,2013,"Agriculture, value added (constant 2005 US$)",4540728571.60678,Jobs/Development
Afghanistan,AFG,2014,"Agriculture, value added (constant 2005 US$)",4536167080.53868,Jobs/Development
Afghanistan,AFG,2015,"Agriculture, value added (constant 2005 US$)",4279539743.91134,Jobs/Development
Afghanistan,AFG,2016,"Agriculture, value added (constant 2005 US$)",4535103188.06536,Jobs/Development
Afghanistan,AFG,2004,"Automated teller machines (ATMs) (per 100,000 adults)",0.0158998816253813,Jobs/Development
Afghanistan,AFG,2005,"Automated teller machines (ATMs) (per 100,000 adults)",0.0608522587027287,Jobs/Development
Afghanistan,AFG,2006,"Automated teller machines (ATMs) (per 100,000 adults)",0.118134127568762,Jobs/Development
Afghanistan,AFG,2007,"Automated teller machines (ATMs) (per 100,000 adults)",0.20881807028053,Jobs/Development
Afghanistan,AFG,2008,"Automated teller machines (ATMs) (per 100,000 adults)",0.30244953172372,Jobs/Development
Afghanistan,AFG,2009,"Automated teller machines (ATMs) (per 100,000 adults)",0.452438933768698,Jobs/Development
Afghanistan,AFG,2010,"Automated teller machines (ATMs) (per 100,000 adults)",0.532063581331937,Jobs/Development
Afghanistan,AFG,2011,"Automated teller machines (ATMs) (per 100,000 adults)",0.620062869261023,Jobs/Development
Afghanistan,AFG,2012,"Automated teller machines (ATMs) (per 100,000 adults)",0.642222417403469,Jobs/Development
Afghanistan,AFG,2013,"Automated teller machines (ATMs) (per 100,000 adults)",0.712434094736566,Jobs/Development
Afghanistan,AFG,2014,"Automated teller machines (ATMs) (per 100,000 adults)",0.758811362173521,Jobs/Development
Afghanistan,AFG,2015,"Automated teller machines (ATMs) (per 100,000 adults)",0.929836662967983,Jobs/Development
Afghanistan,AFG,2016,"Automated teller machines (ATMs) (per 100,000 adults)",1.07421538203442,Jobs/Development
Afghanistan,AFG,2008,"Borrowers from commercial banks (per 1,000 adults)",3.37976801136197,Jobs/Development
Afghanistan,AFG,2009,"Borrowers from commercial banks (per 1,000 adults)",3.98351915777259,Jobs/Development
Afghanistan,AFG,2010,"Borrowers from commercial banks (per 1,000 adults)",3.80232587604102,Jobs/Development
Afghanistan,AFG,2011,"Borrowers from commercial banks (per 1,000 adults)",3.66597788548973,Jobs/Development
Afghanistan,AFG,2012,"Borrowers from commercial banks (per 1,000 adults)",4.13750263311191,Jobs/Development
Afghanistan,AFG,2013,"Borrowers from commercial banks (per 1,000 adults)",3.76912673858008,Jobs/Development
Afghanistan,AFG,2014,"Borrowers from commercial banks (per 1,000 adults)",3.0250349722766,Jobs/Development
Afghanistan,AFG,2015,"Borrowers from commercial banks (per 1,000 adults)",2.95869751045318,Jobs/Development
Afghanistan,AFG,2016,"Borrowers from commercial banks (per 1,000 adults)",3.05195383587665,Jobs/Development
Afghanistan,AFG,2000,Bottom 50% Income Share,0.1912,World Inequality Database
Afghanistan,AFG,2001,Bottom 50% Income Share,0.1912,World Inequality Database
Afghanistan,AFG,2002,Bottom 50% Income Share,0.1912,World Inequality Database
Afghanistan,AFG,2003,Bottom 50% Income Share,0.1912,World Inequality Database
Afghanistan,AFG,2004,Bottom 50% Income Share,0.1912,World Inequality Database
Afghanistan,AFG,2005,Bottom 50% Income Share,0.1912,World Inequality Database
Afghanistan,AFG,2006,Bottom 50% Income Share,0.1912,World Inequality Database
Afghanistan,AFG,2007,Bottom 50% Income Share,0.1912,World Inequality Database
Afghanistan,AFG,2008,Bottom 50% Income Share,0.1912,World Inequality Database
Afghanistan,AFG,2009,Bottom 50% Income Share,0.1982,World Inequality Database
Afghanistan,AFG,2010,Bottom 50% Income Share,0.1986,World Inequality Database
Afghanistan,AFG,2011,Bottom 50% Income Share,0.2058,World Inequality Database
Afghanistan,AFG,2012,Bottom 50% Income Share,0.21,World Inequality Database
Afghanistan,AFG,2013,Bottom 50% Income Share,0.2075,World Inequality Database
Afghanistan,AFG,2014,Bottom 50% Income Share,0.206,World Inequality Database
Afghanistan,AFG,2015,Bottom 50% Income Share,0.2058,World Inequality Database
Afghanistan,AFG,2016,Bottom 50% Income Share,0.2028,World Inequality Database
Afghanistan,AFG,2017,Bottom 50% Income Share,0.1992,World Inequality Database
Afghanistan,AFG,2018,Bottom 50% Income Share,0.1992,World Inequality Database
Afghanistan,AFG,2019,Bottom 50% Income Share,0.1992,World Inequality Database
Afghanistan,AFG,2020,Bottom 50% Income Share,0.1992,World Inequality Database
Afghanistan,AFG,2021,Bottom 50% Income Share,0.1992,World Inequality Database
Afghanistan,AFG,2022,Bottom 50% Income Share,0.1992,World Inequality Database
Afghanistan,AFG,2023,Bottom 50% Income Share,0.1992,World Inequality Database
Afghanistan,AFG,2024,Bottom 50% Income Share,0.1992,World Inequality Database
Afghanistan,AFG,2006,CPIA economic management cluster average (1=low to 6=high),3.33333333333333,Jobs/Development
Afghanistan,AFG,2007,CPIA economic management cluster average (1=low to 6=high),3.16666666666667,Jobs/Development
Afghanistan,AFG,2008,CPIA economic management cluster average (1=low to 6=high),3.2,Jobs/Development
Afghanistan,AFG,2009,CPIA economic management cluster average (1=low to 6=high),3.33333333333333,Jobs/Development
Afghanistan,AFG,2010,CPIA economic management cluster average (1=low to 6=high),3.0,Jobs/Development
Afghanistan,AFG,2011,CPIA economic management cluster average (1=low to 6=high),3.0,Jobs/Development
Afghanistan,AFG,2012,CPIA economic management cluster average (1=low to 6=high),3.0,Jobs/Development
Afghanistan,AFG,2013,CPIA economic management cluster average (1=low to 6=high),3.0,Jobs/Development
Afghanistan,AFG,2014,CPIA economic management cluster average (1=low to 6=high),3.0,Jobs/Development
Afghanistan,AFG,2015,CPIA economic management cluster average (1=low to 6=high),3.0,Jobs/Development
Afghanistan,AFG,2016,CPIA economic management cluster average (1=low to 6=high),3.0,Jobs/Development
Afghanistan,AFG,2006,CPIA financial sector rating (1=low to 6=high),2.0,Jobs/Development
Afghanistan,AFG,2007,CPIA financial sector rating (1=low to 6=high),2.0,Jobs/Development
Afghanistan,AFG,2008,CPIA financial sector rating (1=low to 6=high),2.5,Jobs/Development
Afghanistan,AFG,2009,CPIA financial sector rating (1=low to 6=high),2.5,Jobs/Development
Afghanistan,AFG,2010,CPIA financial sector rating (1=low to 6=high),2.0,Jobs/Development
Afghanistan,AFG,2011,CPIA financial sector rating (1=low to 6=high),2.0,Jobs/Development
Afghanistan,AFG,2012,CPIA financial sector rating (1=low to 6=high),2.0,Jobs/Development
Afghanistan,AFG,2013,CPIA financial sector rating (1=low to 6=high),2.0,Jobs/Development
Afghanistan,AFG,2014,CPIA financial sector rating (1=low to 6=high),2.0,Jobs/Development
Afghanistan,AFG,2015,CPIA financial sector rating (1=low to 6=high),2.0,Jobs/Development
Afghanistan,AFG,2016,CPIA financial sector rating (1=low to 6=high),2.0,Jobs/Development
Afghanistan,AFG,2006,CPIA gender equality rating (1=low to 6=high),2.0,Jobs/Development
Afghanistan,AFG,2007,CPIA gender equality rating (1=low to 6=high),2.0,Jobs/Development
Afghanistan,AFG,2008,CPIA gender equality rating (1=low to 6=high),2.0,Jobs/Development
Afghanistan,AFG,2009,CPIA gender equality rating (1=low to 6=high),2.0,Jobs/Development
Afghanistan,AFG,2010,CPIA gender equality rating (1=low to 6=high),2.0,Jobs/Development
Afghanistan,AFG,2011,CPIA gender equality rating (1=low to 6=high),2.0,Jobs/Development
Afghanistan,AFG,2012,CPIA gender equality rating (1=low to 6=high),2.0,Jobs/Development
Afghanistan,AFG,2013,CPIA gender equality rating (1=low to 6=high),1.5,Jobs/Development
Afghanistan,AFG,2014,CPIA gender equality rating (1=low to 6=high),1.5,Jobs/Development
Afghanistan,AFG,2015,CPIA gender equality rating (1=low to 6=high),1.5,Jobs/Development
Afghanistan,AFG,2016,CPIA gender equality rating (1=low to 6=high),1.5,Jobs/Development
Afghanistan,AFG,2006,CPIA macroeconomic management rating (1=low to 6=high),4.0,Jobs/Development
Afghanistan,AFG,2007,CPIA macroeconomic management rating (1=low to 6=high),3.5,Jobs/Development
Afghanistan,AFG,2008,CPIA macroeconomic management rating (1=low to 6=high),3.5,Jobs/Development
Afghanistan,AFG,2009,CPIA macroeconomic management rating (1=low to 6=high),3.5,Jobs/Development
Afghanistan,AFG,2010,CPIA macroeconomic management rating (1=low to 6=high),3.5,Jobs/Development
Afghanistan,AFG,2011,CPIA macroeconomic management rating (1=low to 6=high),3.5,Jobs/Development
Afghanistan,AFG,2012,CPIA macroeconomic management rating (1=low to 6=high),3.5,Jobs/Development
Afghanistan,AFG,2013,CPIA macroeconomic management rating (1=low to 6=high),3.5,Jobs/Development
Afghanistan,AFG,2014,CPIA macroeconomic management rating (1=low to 6=high),3.5,Jobs/Development
Afghanistan,AFG,2015,CPIA macroeconomic management rating (1=low to 6=high),3.5,Jobs/Development
Afghanistan,AFG,2016,CPIA macroeconomic management rating (1=low to 6=high),3.5,Jobs/Development
Afghanistan,AFG,2006,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),2.3,Jobs/Development
Afghanistan,AFG,2007,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),2.3,Jobs/Development
Afghanistan,AFG,2008,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),2.5,Jobs/Development
Afghanistan,AFG,2009,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),2.6,Jobs/Development
Afghanistan,AFG,2010,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),2.6,Jobs/Development
Afghanistan,AFG,2011,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),2.7,Jobs/Development
Afghanistan,AFG,2012,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),2.7,Jobs/Development
Afghanistan,AFG,2013,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),2.6,Jobs/Development
Afghanistan,AFG,2014,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),2.6,Jobs/Development
Afghanistan,AFG,2015,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),2.6,Jobs/Development
Afghanistan,AFG,2016,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),2.6,Jobs/Development
Afghanistan,AFG,2006,CPIA property rights and rule-based governance rating (1=low to 6=high),1.5,Jobs/Development
Afghanistan,AFG,2007,CPIA property rights and rule-based governance rating (1=low to 6=high),1.5,Jobs/Development
Afghanistan,AFG,2008,CPIA property rights and rule-based governance rating (1=low to 6=high),1.5,Jobs/Development
Afghanistan,AFG,2009,CPIA property rights and rule-based governance rating (1=low to 6=high),1.5,Jobs/Development
Afghanistan,AFG,2010,CPIA property rights and rule-based governance rating (1=low to 6=high),1.5,Jobs/Development
Afghanistan,AFG,2011,CPIA property rights and rule-based governance rating (1=low to 6=high),1.5,Jobs/Development
Afghanistan,AFG,2012,CPIA property rights and rule-based governance rating (1=low to 6=high),1.5,Jobs/Development
Afghanistan,AFG,2013,CPIA property rights and rule-based governance rating (1=low to 6=high),1.5,Jobs/Development
Afghanistan,AFG,2014,CPIA property rights and rule-based governance rating (1=low to 6=high),1.5,Jobs/Development
Afghanistan,AFG,2015,CPIA property rights and rule-based governance rating (1=low to 6=high),1.5,Jobs/Development
Afghanistan,AFG,2016,CPIA property rights and rule-based governance rating (1=low to 6=high),2.0,Jobs/Development
Afghanistan,AFG,2006,CPIA social protection rating (1=low to 6=high),2.0,Jobs/Development
Afghanistan,AFG,2007,CPIA social protection rating (1=low to 6=high),2.0,Jobs/Development
Afghanistan,AFG,2008,CPIA social protection rating (1=low to 6=high),2.5,Jobs/Development
Afghanistan,AFG,2009,CPIA social protection rating (1=low to 6=high),2.5,Jobs/Development
Afghanistan,AFG,2010,CPIA social protection rating (1=low to 6=high),2.5,Jobs/Development
Afghanistan,AFG,2011,CPIA social protection rating (1=low to 6=high),2.5,Jobs/Development
Afghanistan,AFG,2012,CPIA social protection rating (1=low to 6=high),2.5,Jobs/Development
Afghanistan,AFG,2013,CPIA social protection rating (1=low to 6=high),2.5,Jobs/Development
Afghanistan,AFG,2014,CPIA social protection rating (1=low to 6=high),2.5,Jobs/Development
Afghanistan,AFG,2015,CPIA social protection rating (1=low to 6=high),2.5,Jobs/Development
Afghanistan,AFG,2016,CPIA social protection rating (1=low to 6=high),2.5,Jobs/Development
Afghanistan,AFG,2004,Consumer price index (2010 = 100),63.1318927309003,Jobs/Development
Afghanistan,AFG,2005,Consumer price index (2010 = 100),71.1409742918197,Jobs/Development
Afghanistan,AFG,2006,Consumer price index (2010 = 100),76.3021776776999,Jobs/Development
Afghanistan,AFG,2007,Consumer price index (2010 = 100),82.7748069188245,Jobs/Development
Afghanistan,AFG,2008,Consumer price index (2010 = 100),108.066600010077,Jobs/Development
Afghanistan,AFG,2009,Consumer price index (2010 = 100),99.1153588128686,Jobs/Development
Afghanistan,AFG,2010,Consumer price index (2010 = 100),100.0,Jobs/Development
Afghanistan,AFG,2011,Consumer price index (2010 = 100),110.201660141582,Jobs/Development
Afghanistan,AFG,2012,Consumer price index (2010 = 100),118.156300027034,Jobs/Development
Afghanistan,AFG,2013,Consumer price index (2010 = 100),127.200357275341,Jobs/Development
Afghanistan,AFG,2014,Consumer price index (2010 = 100),133.057086584945,Jobs/Development
Afghanistan,AFG,2015,Consumer price index (2010 = 100),132.117655626068,Jobs/Development
Afghanistan,AFG,2016,Consumer price index (2010 = 100),137.904563672559,Jobs/Development
Afghanistan,AFG,2000,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",71.4240036010742,Jobs/Development
Afghanistan,AFG,2001,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",73.4860000610352,Jobs/Development
Afghanistan,AFG,2002,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",65.6699981689453,Jobs/Development
Afghanistan,AFG,2003,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",65.640998840332,Jobs/Development
Afghanistan,AFG,2004,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",67.1360015869141,Jobs/Development
Afghanistan,AFG,2005,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",66.0830001831055,Jobs/Development
Afghanistan,AFG,2006,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",65.818000793457,Jobs/Development
Afghanistan,AFG,2007,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",64.0849990844727,Jobs/Development
Afghanistan,AFG,2008,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",64.2429962158203,Jobs/Development
Afghanistan,AFG,2009,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",59.8839988708496,Jobs/Development
Afghanistan,AFG,2010,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",58.7719993591309,Jobs/Development
Afghanistan,AFG,2011,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",58.2750015258789,Jobs/Development
Afghanistan,AFG,2012,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",56.298999786377,Jobs/Development
Afghanistan,AFG,2013,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",56.4939994812012,Jobs/Development
Afghanistan,AFG,2014,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",57.023998260498,Jobs/Development
Afghanistan,AFG,2015,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",57.882999420166,Jobs/Development
Afghanistan,AFG,2016,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",58.0439987182617,Jobs/Development
Afghanistan,AFG,2000,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",30.3470001220703,Jobs/Development
Afghanistan,AFG,2001,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",31.2970008850098,Jobs/Development
Afghanistan,AFG,2002,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",32.0190010070801,Jobs/Development
Afghanistan,AFG,2003,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",26.6070003509521,Jobs/Development
Afghanistan,AFG,2004,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",25.9829998016357,Jobs/Development
Afghanistan,AFG,2005,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",26.1499996185303,Jobs/Development
Afghanistan,AFG,2006,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",25.2049999237061,Jobs/Development
Afghanistan,AFG,2007,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",24.6270008087158,Jobs/Development
Afghanistan,AFG,2008,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",23.4890003204346,Jobs/Development
Afghanistan,AFG,2009,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",23.2399997711182,Jobs/Development
Afghanistan,AFG,2010,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",21.4340000152588,Jobs/Development
Afghanistan,AFG,2011,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",20.8759994506836,Jobs/Development
Afghanistan,AFG,2012,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",20.238000869751,Jobs/Development
Afghanistan,AFG,2013,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",19.6849994659424,Jobs/Development
Afghanistan,AFG,2014,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",19.625,Jobs/Development
Afghanistan,AFG,2015,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",19.6340007781982,Jobs/Development
Afghanistan,AFG,2016,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",19.7749996185303,Jobs/Development
Afghanistan,AFG,2000,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",35.7360000610352,Jobs/Development
Afghanistan,AFG,2001,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",36.9140014648438,Jobs/Development
Afghanistan,AFG,2002,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",36.3639984130859,Jobs/Development
Afghanistan,AFG,2003,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",31.8600006103516,Jobs/Development
Afghanistan,AFG,2004,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",31.628999710083,Jobs/Development
Afghanistan,AFG,2005,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",31.6509990692139,Jobs/Development
Afghanistan,AFG,2006,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",30.7169990539551,Jobs/Development
Afghanistan,AFG,2007,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",29.863000869751,Jobs/Development
Afghanistan,AFG,2008,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",28.8610000610352,Jobs/Development
Afghanistan,AFG,2009,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",28.0030002593994,Jobs/Development
Afghanistan,AFG,2010,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",26.3419990539551,Jobs/Development
