Country,Country Code,Year,Series Name,Series Code,Value
Afghanistan,AFG,2011,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,23.7436639877543
Afghanistan,AFG,2012,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,24.390873626371
Afghanistan,AFG,2013,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,22.8106627361766
Afghanistan,AFG,2014,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,22.1370413719574
Afghanistan,AFG,2015,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,20.6343227166798
Afghanistan,AFG,2016,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,25.7403140364582
Afghanistan,AFG,2017,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,26.4201990834448
Afghanistan,AFG,2018,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,22.0428967527575
Afghanistan,AFG,2019,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,25.7739707394105
Afghanistan,AFG,2020,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,29.9755825210461
Afghanistan,AFG,2021,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,33.5976188725451
Afghanistan,AFG,2022,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,33.7014323213923
Afghanistan,AFG,2023,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,34.7432471445174
Afghanistan,AFG,2000,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,43.0159066808059
Afghanistan,AFG,2001,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,43.0159066808059
Afghanistan,AFG,2002,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,43.0159066808059
Afghanistan,AFG,2003,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,43.0159066808059
Afghanistan,AFG,2004,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,43.0159066808059
Afghanistan,AFG,2005,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,43.0159066808059
Afghanistan,AFG,2006,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,43.0159066808059
Afghanistan,AFG,2007,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,43.0159066808059
Afghanistan,AFG,2008,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,43.0159066808059
Afghanistan,AFG,2009,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,43.0159066808059
Afghanistan,AFG,2010,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,43.0159066808059
Afghanistan,AFG,2011,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,43.0159066808059
Afghanistan,AFG,2012,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,43.0159066808059
Afghanistan,AFG,2013,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,43.0159066808059
Afghanistan,AFG,2014,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,43.0159066808059
Afghanistan,AFG,2015,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,43.0159066808059
Afghanistan,AFG,2016,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,43.0159066808059
Afghanistan,AFG,2017,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,43.0159066808059
Afghanistan,AFG,2018,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,43.0159066808059
Afghanistan,AFG,2019,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,43.0159066808059
Afghanistan,AFG,2020,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,43.0159066808059
Afghanistan,AFG,2021,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,43.0159066808059
Afghanistan,AFG,2022,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,43.0159066808059
Afghanistan,AFG,2000,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,12.4
Afghanistan,AFG,2003,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,14.3
Afghanistan,AFG,2006,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,18.9
Afghanistan,AFG,2008,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,24.0
Afghanistan,AFG,2010,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,34.3
Afghanistan,AFG,2011,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,38.6
Afghanistan,AFG,2012,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,39.9
Afghanistan,AFG,2014,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,45.2
Afghanistan,AFG,2015,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,50.5
Afghanistan,AFG,2017,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,53.4
Afghanistan,AFG,2018,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,58.8
Afghanistan,AFG,2020,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,61.8
Afghanistan,AFG,2000,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,5.3
Afghanistan,AFG,2003,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,10.3
Afghanistan,AFG,2005,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,13.6
Afghanistan,AFG,2006,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,18.6
Afghanistan,AFG,2008,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,22.8
Afghanistan,AFG,2010,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,21.8
Afghanistan,AFG,2011,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,21.23950997
Afghanistan,AFG,2015,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,22.5
Afghanistan,AFG,2020,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,10.4208171386207
Afghanistan,AFG,2021,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,14.342152797537
Afghanistan,AFG,2022,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,18.3800424016375
Afghanistan,AFG,2023,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,16.8527881206002
Afghanistan,AFG,2006,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,979344507.8
Afghanistan,AFG,2007,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2023034713.1
Afghanistan,AFG,2008,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2143951791.1
Afghanistan,AFG,2009,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2480214113.7
Afghanistan,AFG,2010,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2435844906.0
Afghanistan,AFG,2011,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2485331046.1
Afghanistan,AFG,2012,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2580623924.1
Afghanistan,AFG,2013,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2587774666.5
Afghanistan,AFG,2014,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2529865267.8
Afghanistan,AFG,2015,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2596917266.2
Afghanistan,AFG,2016,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2596050086.4
Afghanistan,AFG,2017,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2751986638.9
Afghanistan,AFG,2018,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2678760424.2
Afghanistan,AFG,2019,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2661685956.5
Afghanistan,AFG,2020,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,3040072312.4
Afghanistan,AFG,2021,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,3555784339.6
Afghanistan,AFG,2022,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,3393247241.7
Afghanistan,AFG,2023,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,3428116975.5
Afghanistan,AFG,2024,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,3344095867.1
Afghanistan,AFG,2000,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,7.566
Afghanistan,AFG,2001,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,7.453
Afghanistan,AFG,2002,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,7.32
Afghanistan,AFG,2003,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,7.174
Afghanistan,AFG,2004,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,7.018
Afghanistan,AFG,2005,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.858
Afghanistan,AFG,2006,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.686
Afghanistan,AFG,2007,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.508
Afghanistan,AFG,2008,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.392
Afghanistan,AFG,2009,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.295
Afghanistan,AFG,2010,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.195
Afghanistan,AFG,2011,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.094
Afghanistan,AFG,2012,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.985
Afghanistan,AFG,2013,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.879
Afghanistan,AFG,2014,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.77
Afghanistan,AFG,2015,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.652
Afghanistan,AFG,2016,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.542
Afghanistan,AFG,2017,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.433
Afghanistan,AFG,2018,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.327
Afghanistan,AFG,2019,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.238
Afghanistan,AFG,2020,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.145
Afghanistan,AFG,2021,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.039
Afghanistan,AFG,2022,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.932
Afghanistan,AFG,2023,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.84
Afghanistan,AFG,2000,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,170000.0
Afghanistan,AFG,2001,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,680000.0
Afghanistan,AFG,2002,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,50000000.0
Afghanistan,AFG,2003,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,57800000.0
Afghanistan,AFG,2004,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,186900000.0
Afghanistan,AFG,2005,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,271000000.0
Afghanistan,AFG,2006,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,238000000.0
Afghanistan,AFG,2007,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,188690000.0
Afghanistan,AFG,2008,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,46033740.0
Afghanistan,AFG,2009,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,56107246.5
Afghanistan,AFG,2010,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,190774431.98
Afghanistan,AFG,2011,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,52173421.0
Afghanistan,AFG,2012,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,56823660.0
Afghanistan,AFG,2013,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,48311346.0
Afghanistan,AFG,2014,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,42975262.5
Afghanistan,AFG,2015,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,169146608.0
Afghanistan,AFG,2016,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,93591315.3
Afghanistan,AFG,2017,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,51533896.765
Afghanistan,AFG,2018,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,119435105.715177
Afghanistan,AFG,2019,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,23404553.647249
Afghanistan,AFG,2020,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,12970147.9832
Afghanistan,AFG,2021,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,20600980.0
Afghanistan,AFG,2022,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,0.0
Afghanistan,AFG,2023,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,0.0
Afghanistan,AFG,2024,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,0.0
Afghanistan,AFG,2000,Forest area (sq. km),AG.LND.FRST.K2,12084.4
Afghanistan,AFG,2001,Forest area (sq. km),AG.LND.FRST.K2,12084.4
Afghanistan,AFG,2002,Forest area (sq. km),AG.LND.FRST.K2,12084.4
Afghanistan,AFG,2003,Forest area (sq. km),AG.LND.FRST.K2,12084.4
Afghanistan,AFG,2004,Forest area (sq. km),AG.LND.FRST.K2,12084.4
Afghanistan,AFG,2005,Forest area (sq. km),AG.LND.FRST.K2,12084.4
Afghanistan,AFG,2006,Forest area (sq. km),AG.LND.FRST.K2,12084.4
Afghanistan,AFG,2007,Forest area (sq. km),AG.LND.FRST.K2,12084.4
Afghanistan,AFG,2008,Forest area (sq. km),AG.LND.FRST.K2,12084.4
Afghanistan,AFG,2009,Forest area (sq. km),AG.LND.FRST.K2,12084.4
Afghanistan,AFG,2010,Forest area (sq. km),AG.LND.FRST.K2,12084.4
Afghanistan,AFG,2011,Forest area (sq. km),AG.LND.FRST.K2,12084.4
Afghanistan,AFG,2012,Forest area (sq. km),AG.LND.FRST.K2,12084.4
Afghanistan,AFG,2013,Forest area (sq. km),AG.LND.FRST.K2,12084.4
Afghanistan,AFG,2014,Forest area (sq. km),AG.LND.FRST.K2,12084.4
Afghanistan,AFG,2015,Forest area (sq. km),AG.LND.FRST.K2,12084.4
Afghanistan,AFG,2016,Forest area (sq. km),AG.LND.FRST.K2,12084.4
Afghanistan,AFG,2017,Forest area (sq. km),AG.LND.FRST.K2,12084.4
Afghanistan,AFG,2018,Forest area (sq. km),AG.LND.FRST.K2,12084.4
Afghanistan,AFG,2019,Forest area (sq. km),AG.LND.FRST.K2,12084.4
Afghanistan,AFG,2020,Forest area (sq. km),AG.LND.FRST.K2,12084.4
Afghanistan,AFG,2021,Forest area (sq. km),AG.LND.FRST.K2,12084.4
Afghanistan,AFG,2022,Forest area (sq. km),AG.LND.FRST.K2,12084.4
Afghanistan,AFG,2023,Forest area (sq. km),AG.LND.FRST.K2,12084.4
Afghanistan,AFG,2000,GDP (current US$),NY.GDP.MKTP.CD,3521418059.92345
Afghanistan,AFG,2001,GDP (current US$),NY.GDP.MKTP.CD,2813571753.87253
Afghanistan,AFG,2002,GDP (current US$),NY.GDP.MKTP.CD,3825701438.99963
Afghanistan,AFG,2003,GDP (current US$),NY.GDP.MKTP.CD,4520946818.54581
Afghanistan,AFG,2004,GDP (current US$),NY.GDP.MKTP.CD,5224896718.67782
Afghanistan,AFG,2005,GDP (current US$),NY.GDP.MKTP.CD,6203256538.70967
Afghanistan,AFG,2006,GDP (current US$),NY.GDP.MKTP.CD,6971758282.29351
Afghanistan,AFG,2007,GDP (current US$),NY.GDP.MKTP.CD,9747886187.39393
Afghanistan,AFG,2008,GDP (current US$),NY.GDP.MKTP.CD,10109297047.5432
Afghanistan,AFG,2009,GDP (current US$),NY.GDP.MKTP.CD,12416152732.0567
Afghanistan,AFG,2010,GDP (current US$),NY.GDP.MKTP.CD,15856668555.8336
Afghanistan,AFG,2011,GDP (current US$),NY.GDP.MKTP.CD,17805098206.3141
Afghanistan,AFG,2012,GDP (current US$),NY.GDP.MKTP.CD,19907329777.5872
Afghanistan,AFG,2013,GDP (current US$),NY.GDP.MKTP.CD,20146416757.5987
Afghanistan,AFG,2014,GDP (current US$),NY.GDP.MKTP.CD,20497128555.6972
Afghanistan,AFG,2015,GDP (current US$),NY.GDP.MKTP.CD,19134221644.7325
Afghanistan,AFG,2016,GDP (current US$),NY.GDP.MKTP.CD,18116572395.0772
Afghanistan,AFG,2017,GDP (current US$),NY.GDP.MKTP.CD,18753456497.8159
Afghanistan,AFG,2018,GDP (current US$),NY.GDP.MKTP.CD,18053222687.4126
Afghanistan,AFG,2019,GDP (current US$),NY.GDP.MKTP.CD,18799444490.1128
Afghanistan,AFG,2020,GDP (current US$),NY.GDP.MKTP.CD,19955929052.1496
Afghanistan,AFG,2021,GDP (current US$),NY.GDP.MKTP.CD,14259995441.0759
Afghanistan,AFG,2022,GDP (current US$),NY.GDP.MKTP.CD,14497243872.1337
Afghanistan,AFG,2023,GDP (current US$),NY.GDP.MKTP.CD,17152234636.8715
Afghanistan,AFG,2001,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-9.4319740700862
Afghanistan,AFG,2002,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,28.6000011706788
Afghanistan,AFG,2003,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.83227780288267
Afghanistan,AFG,2004,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.41411799339429
Afghanistan,AFG,2005,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,11.2297148272859
Afghanistan,AFG,2006,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.35740324748592
Afghanistan,AFG,2007,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,13.8263195471281
Afghanistan,AFG,2008,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.92498381999467
Afghanistan,AFG,2009,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,21.3905283926492
Afghanistan,AFG,2010,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,14.3624414710737
Afghanistan,AFG,2011,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.426354776777345
Afghanistan,AFG,2012,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,12.7522870926697
Afghanistan,AFG,2013,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.60074465863221
Afghanistan,AFG,2014,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.72454336219565
Afghanistan,AFG,2015,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.45131466066431
Afghanistan,AFG,2016,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.26031420279821
Afghanistan,AFG,2017,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.6470032027451
Afghanistan,AFG,2018,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.18922812944517
Afghanistan,AFG,2019,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.91160341625552
Afghanistan,AFG,2020,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.35110067203466
Afghanistan,AFG,2021,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-20.7388393676343
Afghanistan,AFG,2022,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-6.24017199240269
Afghanistan,AFG,2023,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.26694373649188
Afghanistan,AFG,2002,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,180.0
Afghanistan,AFG,2003,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,190.0
Afghanistan,AFG,2004,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,210.0
Afghanistan,AFG,2005,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,250.0
Afghanistan,AFG,2006,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,270.0
Afghanistan,AFG,2007,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,330.0
Afghanistan,AFG,2008,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,370.0
Afghanistan,AFG,2009,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,460.0
Afghanistan,AFG,2010,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,530.0
Afghanistan,AFG,2011,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,550.0
Afghanistan,AFG,2012,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,640.0
Afghanistan,AFG,2013,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,670.0
Afghanistan,AFG,2014,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,640.0
Afghanistan,AFG,2015,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,590.0
Afghanistan,AFG,2016,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,560.0
Afghanistan,AFG,2017,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,530.0
Afghanistan,AFG,2018,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,520.0
Afghanistan,AFG,2019,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,520.0
Afghanistan,AFG,2020,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,490.0
Afghanistan,AFG,2021,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,380.0
Afghanistan,AFG,2022,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,370.0
Afghanistan,AFG,2023,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,370.0
Afghanistan,AFG,2000,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,790.0
Afghanistan,AFG,2001,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,750.0
Afghanistan,AFG,2002,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,940.0
Afghanistan,AFG,2003,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,980.0
Afghanistan,AFG,2004,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,980.0
