Country,Country Code,Year,Series Name,Series Code,Value
Afghanistan,AFG,2012,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,86.123
Afghanistan,AFG,2013,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,81.7908
Afghanistan,AFG,2014,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,77.4586
Afghanistan,AFG,2015,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,73.1264
Afghanistan,AFG,2016,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,68.7942
Afghanistan,AFG,2000,Age dependency ratio (% of working-age population),SP.POP.DPND,103.326360073965
Afghanistan,AFG,2001,Age dependency ratio (% of working-age population),SP.POP.DPND,102.92777291639
Afghanistan,AFG,2002,Age dependency ratio (% of working-age population),SP.POP.DPND,102.153958897486
Afghanistan,AFG,2003,Age dependency ratio (% of working-age population),SP.POP.DPND,101.200485082543
Afghanistan,AFG,2004,Age dependency ratio (% of working-age population),SP.POP.DPND,100.159030259816
Afghanistan,AFG,2005,Age dependency ratio (% of working-age population),SP.POP.DPND,99.0118309442354
Afghanistan,AFG,2006,Age dependency ratio (% of working-age population),SP.POP.DPND,99.6320290466377
Afghanistan,AFG,2007,Age dependency ratio (% of working-age population),SP.POP.DPND,100.231023134586
Afghanistan,AFG,2008,Age dependency ratio (% of working-age population),SP.POP.DPND,100.656496083108
Afghanistan,AFG,2009,Age dependency ratio (% of working-age population),SP.POP.DPND,100.740812582094
Afghanistan,AFG,2010,Age dependency ratio (% of working-age population),SP.POP.DPND,100.406411520766
Afghanistan,AFG,2011,Age dependency ratio (% of working-age population),SP.POP.DPND,98.7307589652135
Afghanistan,AFG,2012,Age dependency ratio (% of working-age population),SP.POP.DPND,96.5285898367748
Afghanistan,AFG,2013,Age dependency ratio (% of working-age population),SP.POP.DPND,94.0017341230592
Afghanistan,AFG,2014,Age dependency ratio (% of working-age population),SP.POP.DPND,91.3762048564238
Afghanistan,AFG,2015,Age dependency ratio (% of working-age population),SP.POP.DPND,88.7687273393836
Afghanistan,AFG,2016,Age dependency ratio (% of working-age population),SP.POP.DPND,86.5709321507136
Afghanistan,AFG,2002,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,37.9388206159123
Afghanistan,AFG,2003,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,36.8630576799203
Afghanistan,AFG,2004,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,29.3911956273162
Afghanistan,AFG,2005,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,30.7879670650336
Afghanistan,AFG,2006,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,28.2897383137567
Afghanistan,AFG,2007,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,29.7989655280121
Afghanistan,AFG,2008,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,24.6938230129889
Afghanistan,AFG,2009,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,29.1359284351699
Afghanistan,AFG,2010,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,26.0782527819623
Afghanistan,AFG,2011,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,23.5779686892153
Afghanistan,AFG,2012,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,23.6436386470918
Afghanistan,AFG,2013,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,22.587453161034
Afghanistan,AFG,2014,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,22.009298022763
Afghanistan,AFG,2015,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,20.5469658803948
Afghanistan,AFG,2016,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,20.9658976104561
Afghanistan,AFG,2003,"Agriculture, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,2.79922332379998
Afghanistan,AFG,2004,"Agriculture, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,-22.2374972096684
Afghanistan,AFG,2005,"Agriculture, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,17.6995562384091
Afghanistan,AFG,2006,"Agriculture, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,-5.10828004564108
Afghanistan,AFG,2007,"Agriculture, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,14.6947633410373
Afghanistan,AFG,2008,"Agriculture, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,-14.9167175639132
Afghanistan,AFG,2009,"Agriculture, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,44.5654473278869
Afghanistan,AFG,2010,"Agriculture, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,-6.37380492600464
Afghanistan,AFG,2011,"Agriculture, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,-7.59086467916443
Afghanistan,AFG,2012,"Agriculture, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,18.2247894194574
Afghanistan,AFG,2013,"Agriculture, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,0.0051708027299213
Afghanistan,AFG,2014,"Agriculture, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,-0.100457250332653
Afghanistan,AFG,2015,"Agriculture, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,-5.65736076451711
Afghanistan,AFG,2016,"Agriculture, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,5.97175068925613
Afghanistan,AFG,2002,"Agriculture, value added (constant 2005 US$)",NV.AGR.TOTL.KD,3524250083.91464
Afghanistan,AFG,2003,"Agriculture, value added (constant 2005 US$)",NV.AGR.TOTL.KD,3622901714.25262
Afghanistan,AFG,2004,"Agriculture, value added (constant 2005 US$)",NV.AGR.TOTL.KD,2817259046.63666
Afghanistan,AFG,2005,"Agriculture, value added (constant 2005 US$)",NV.AGR.TOTL.KD,3315901395.97778
Afghanistan,AFG,2006,"Agriculture, value added (constant 2005 US$)",NV.AGR.TOTL.KD,3146515866.63392
Afghanistan,AFG,2007,"Agriculture, value added (constant 2005 US$)",NV.AGR.TOTL.KD,3608888926.72396
Afghanistan,AFG,2008,"Agriculture, value added (constant 2005 US$)",NV.AGR.TOTL.KD,3070561158.32921
Afghanistan,AFG,2009,"Agriculture, value added (constant 2005 US$)",NV.AGR.TOTL.KD,4438970474.01497
Afghanistan,AFG,2010,"Agriculture, value added (constant 2005 US$)",NV.AGR.TOTL.KD,4156039155.27831
Afghanistan,AFG,2011,"Agriculture, value added (constant 2005 US$)",NV.AGR.TOTL.KD,3840559846.98805
Afghanistan,AFG,2012,"Agriculture, value added (constant 2005 US$)",NV.AGR.TOTL.KD,4540493791.62985
Afghanistan,AFG,2013,"Agriculture, value added (constant 2005 US$)",NV.AGR.TOTL.KD,4540728571.60678
Afghanistan,AFG,2014,"Agriculture, value added (constant 2005 US$)",NV.AGR.TOTL.KD,4536167080.53868
Afghanistan,AFG,2015,"Agriculture, value added (constant 2005 US$)",NV.AGR.TOTL.KD,4279539743.91134
Afghanistan,AFG,2016,"Agriculture, value added (constant 2005 US$)",NV.AGR.TOTL.KD,4535103188.06536
Afghanistan,AFG,2000,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,3409.0
Afghanistan,AFG,2010,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,21677.0
Afghanistan,AFG,2011,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,25021.0
Afghanistan,AFG,2012,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,17775.0
Afghanistan,AFG,2013,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,21696.0
Afghanistan,AFG,2014,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,25920.0
Afghanistan,AFG,2015,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,23532.0
Afghanistan,AFG,2016,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,22770.0
Afghanistan,AFG,2004,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,0.0158998816253813
Afghanistan,AFG,2005,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,0.0608522587027287
Afghanistan,AFG,2006,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,0.118134127568762
Afghanistan,AFG,2007,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,0.20881807028053
Afghanistan,AFG,2008,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,0.30244953172372
Afghanistan,AFG,2009,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,0.452438933768698
Afghanistan,AFG,2010,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,0.532063581331937
Afghanistan,AFG,2011,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,0.620062869261023
Afghanistan,AFG,2012,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,0.642222417403469
Afghanistan,AFG,2013,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,0.712434094736566
Afghanistan,AFG,2014,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,0.758811362173521
Afghanistan,AFG,2015,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,0.929836662967983
Afghanistan,AFG,2016,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,1.07421538203442
Afghanistan,AFG,2008,"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3,3.37976801136197
Afghanistan,AFG,2009,"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3,3.98351915777259
Afghanistan,AFG,2010,"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3,3.80232587604102
Afghanistan,AFG,2011,"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3,3.66597788548973
Afghanistan,AFG,2012,"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3,4.13750263311191
Afghanistan,AFG,2013,"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3,3.76912673858008
Afghanistan,AFG,2014,"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3,3.0250349722766
Afghanistan,AFG,2015,"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3,2.95869751045318
Afghanistan,AFG,2016,"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3,3.05195383587665
Afghanistan,AFG,2006,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,3.33333333333333
Afghanistan,AFG,2007,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,3.16666666666667
Afghanistan,AFG,2008,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,3.2
Afghanistan,AFG,2009,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,3.33333333333333
Afghanistan,AFG,2010,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,3.0
Afghanistan,AFG,2011,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,3.0
Afghanistan,AFG,2012,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,3.0
Afghanistan,AFG,2013,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,3.0
Afghanistan,AFG,2014,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,3.0
Afghanistan,AFG,2015,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,3.0
Afghanistan,AFG,2016,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,3.0
Afghanistan,AFG,2006,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,2.0
Afghanistan,AFG,2007,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,2.0
Afghanistan,AFG,2008,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,2.5
Afghanistan,AFG,2009,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,2.5
Afghanistan,AFG,2010,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,2.0
Afghanistan,AFG,2011,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,2.0
Afghanistan,AFG,2012,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,2.0
Afghanistan,AFG,2013,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,2.0
Afghanistan,AFG,2014,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,2.0
Afghanistan,AFG,2015,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,2.0
Afghanistan,AFG,2016,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,2.0
Afghanistan,AFG,2006,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,2.0
Afghanistan,AFG,2007,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,2.0
Afghanistan,AFG,2008,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,2.0
Afghanistan,AFG,2009,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,2.0
Afghanistan,AFG,2010,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,2.0
Afghanistan,AFG,2011,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,2.0
Afghanistan,AFG,2012,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,2.0
Afghanistan,AFG,2013,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,1.5
Afghanistan,AFG,2014,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,1.5
Afghanistan,AFG,2015,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,1.5
Afghanistan,AFG,2016,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,1.5
Afghanistan,AFG,2006,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,4.0
Afghanistan,AFG,2007,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,3.5
Afghanistan,AFG,2008,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,3.5
Afghanistan,AFG,2009,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,3.5
Afghanistan,AFG,2010,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,3.5
Afghanistan,AFG,2011,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,3.5
Afghanistan,AFG,2012,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,3.5
Afghanistan,AFG,2013,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,3.5
Afghanistan,AFG,2014,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,3.5
Afghanistan,AFG,2015,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,3.5
Afghanistan,AFG,2016,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,3.5
Afghanistan,AFG,2006,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,2.3
Afghanistan,AFG,2007,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,2.3
Afghanistan,AFG,2008,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,2.5
Afghanistan,AFG,2009,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,2.6
Afghanistan,AFG,2010,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,2.6
Afghanistan,AFG,2011,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,2.7
Afghanistan,AFG,2012,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,2.7
Afghanistan,AFG,2013,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,2.6
Afghanistan,AFG,2014,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,2.6
Afghanistan,AFG,2015,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,2.6
Afghanistan,AFG,2016,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,2.6
Afghanistan,AFG,2006,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,1.5
Afghanistan,AFG,2007,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,1.5
Afghanistan,AFG,2008,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,1.5
Afghanistan,AFG,2009,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,1.5
Afghanistan,AFG,2010,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,1.5
Afghanistan,AFG,2011,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,1.5
Afghanistan,AFG,2012,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,1.5
Afghanistan,AFG,2013,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,1.5
Afghanistan,AFG,2014,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,1.5
Afghanistan,AFG,2015,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,1.5
Afghanistan,AFG,2016,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,2.0
Afghanistan,AFG,2006,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,2.0
Afghanistan,AFG,2007,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,2.0
Afghanistan,AFG,2008,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,2.5
Afghanistan,AFG,2009,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,2.5
Afghanistan,AFG,2010,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,2.5
Afghanistan,AFG,2011,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,2.5
Afghanistan,AFG,2012,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,2.5
Afghanistan,AFG,2013,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,2.5
Afghanistan,AFG,2014,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,2.5
Afghanistan,AFG,2015,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,2.5
Afghanistan,AFG,2016,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,2.5
Afghanistan,AFG,2004,Consumer price index (2010 = 100),FP.CPI.TOTL,63.1318927309003
Afghanistan,AFG,2005,Consumer price index (2010 = 100),FP.CPI.TOTL,71.1409742918197
Afghanistan,AFG,2006,Consumer price index (2010 = 100),FP.CPI.TOTL,76.3021776776999
Afghanistan,AFG,2007,Consumer price index (2010 = 100),FP.CPI.TOTL,82.7748069188245
Afghanistan,AFG,2008,Consumer price index (2010 = 100),FP.CPI.TOTL,108.066600010077
Afghanistan,AFG,2009,Consumer price index (2010 = 100),FP.CPI.TOTL,99.1153588128686
Afghanistan,AFG,2010,Consumer price index (2010 = 100),FP.CPI.TOTL,100.0
Afghanistan,AFG,2011,Consumer price index (2010 = 100),FP.CPI.TOTL,110.201660141582
Afghanistan,AFG,2012,Consumer price index (2010 = 100),FP.CPI.TOTL,118.156300027034
Afghanistan,AFG,2013,Consumer price index (2010 = 100),FP.CPI.TOTL,127.200357275341
Afghanistan,AFG,2014,Consumer price index (2010 = 100),FP.CPI.TOTL,133.057086584945
Afghanistan,AFG,2015,Consumer price index (2010 = 100),FP.CPI.TOTL,132.117655626068
Afghanistan,AFG,2016,Consumer price index (2010 = 100),FP.CPI.TOTL,137.904563672559
Afghanistan,AFG,2000,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,71.4240036010742
Afghanistan,AFG,2001,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,73.4860000610352
Afghanistan,AFG,2002,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,65.6699981689453
Afghanistan,AFG,2003,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,65.640998840332
Afghanistan,AFG,2004,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,67.1360015869141
Afghanistan,AFG,2005,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,66.0830001831055
Afghanistan,AFG,2006,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,65.818000793457
Afghanistan,AFG,2007,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,64.0849990844727
Afghanistan,AFG,2008,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,64.2429962158203
Afghanistan,AFG,2009,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,59.8839988708496
Afghanistan,AFG,2010,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,58.7719993591309
Afghanistan,AFG,2011,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,58.2750015258789
Afghanistan,AFG,2012,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,56.298999786377
Afghanistan,AFG,2013,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,56.4939994812012
Afghanistan,AFG,2014,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,57.023998260498
Afghanistan,AFG,2015,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,57.882999420166
Afghanistan,AFG,2016,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,58.0439987182617
Afghanistan,AFG,2000,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,30.3470001220703
Afghanistan,AFG,2001,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,31.2970008850098
Afghanistan,AFG,2002,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,32.0190010070801
Afghanistan,AFG,2003,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,26.6070003509521
Afghanistan,AFG,2004,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,25.9829998016357
Afghanistan,AFG,2005,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,26.1499996185303
Afghanistan,AFG,2006,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,25.2049999237061
Afghanistan,AFG,2007,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,24.6270008087158
Afghanistan,AFG,2008,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,23.4890003204346
Afghanistan,AFG,2009,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,23.2399997711182
Afghanistan,AFG,2010,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,21.4340000152588
Afghanistan,AFG,2011,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,20.8759994506836
Afghanistan,AFG,2012,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,20.238000869751
