Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Afghanistan,AFG,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,..,49.4230003356934,51.1469993591309,60.9059982299805,67.7409973144531,61.0250015258789,63.2309989929199,65.4759979248047,67.5370025634766,69.4990005493164,71.4240036010742,73.4860000610352,65.6699981689453,65.640998840332,67.1360015869141,66.0830001831055,65.818000793457,64.0849990844727,64.2429962158203,59.8839988708496,58.7719993591309,58.2750015258789,56.298999786377,56.4939994812012,57.023998260498,57.882999420166,58.0439987182617
Afghanistan,AFG,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,..,20.3530006408691,22.1450004577637,24.1599998474121,28.4379997253418,30.5149993896484,26.7329998016357,27.7469997406006,28.6620006561279,29.4969997406006,30.3470001220703,31.2970008850098,32.0190010070801,26.6070003509521,25.9829998016357,26.1499996185303,25.2049999237061,24.6270008087158,23.4890003204346,23.2399997711182,21.4340000152588,20.8759994506836,20.238000869751,19.6849994659424,19.625,19.6340007781982,19.7749996185303
Afghanistan,AFG,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",SL.FAM.WORK.ZS,..,24.3330001831055,26.0650005340576,29.1599998474121,33.7610015869141,34.4519996643066,31.5960006713867,32.7369995117188,33.7809982299805,34.7550010681152,35.7360000610352,36.9140014648438,36.3639984130859,31.8600006103516,31.628999710083,31.6509990692139,30.7169990539551,29.863000869751,28.8610000610352,28.0030002593994,26.3419990539551,25.9389991760254,25.3050003051758,25.0790004730225,25.3409996032715,25.7199993133545,26.0860004425049
Afghanistan,AFG,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.33333333333333,3.16666666666667,3.2,3.33333333333333,3,3,3,3,3,3,3
Afghanistan,AFG,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,2,2.5,2.5,2,2,2,2,2,2,2
Afghanistan,AFG,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,2,2,2,2,2,2,1.5,1.5,1.5,1.5
Afghanistan,AFG,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Afghanistan,AFG,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.3,2.3,2.5,2.6,2.6,2.7,2.7,2.6,2.6,2.6,2.6
Afghanistan,AFG,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2
Afghanistan,AFG,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,2,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Afghanistan,AFG,Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0
Afghanistan,AFG,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-4.82409840880841,0.535180550401165,4.92536006924705,4.80105924295986,4.75724032266466,-2.55927716083765,-1.92150072193017,-2.0588414783988,-0.604475015844582,-0.409400141837299,-1.18049212834269
Afghanistan,AFG,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.78431021448697,6.77046094638147,9.31347877830488,10.5257794820622,11.5168508675913,4.92457270669029,4.33508142285659,4.2965521843724,3.91831287893577,3.96463786451499,3.59847581413645
Afghanistan,AFG,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,..,0.561999976634979,0.514999985694885,0.324000000953674,0.217999994754791,0.277999997138977,0.270999997854233,0.234999999403954,0.202000007033348,0.17399999499321,0.148000001907349,0.123999997973442,0.178000003099442,0.202000007033348,0.179000005125999,0.187000006437302,0.190999999642372,0.208000004291534,0.206000000238419,0.266000002622604,0.287000000476837,0.293999999761581,0.317999988794327,0.319999992847443,0.310999989509583,0.294999986886978,0.291999995708466
Afghanistan,AFG,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,..,1.95299994945526,1.75399994850159,1.41199994087219,1.03699994087219,0.978999972343445,1.1690000295639,1.06099998950958,0.961000025272369,0.870999991893768,0.785000026226044,0.698000013828278,0.731000006198883,0.986999988555908,0.961000025272369,0.958000004291534,1.00499999523163,1.04900002479553,1.09599995613098,1.20899999141693,1.34399998188019,1.38399994373322,1.44200003147125,1.48800003528595,1.48000001907349,1.44700002670288,1.432000041008
Afghanistan,AFG,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,..,1.76199996471405,1.58599996566772,1.26400005817413,0.925999999046326,0.888999998569489,1.04900002479553,0.950999975204468,0.861000001430511,0.779999971389771,0.700999975204468,0.620999991893768,0.660000026226044,0.882000029087067,0.853999972343445,0.851000010967255,0.893999993801117,0.938000023365021,0.977999985218048,1.08700001239777,1.20500004291534,1.23599994182587,1.28400003910065,1.31700003147125,1.30200004577637,1.26400005817413,1.24399995803833
Afghanistan,AFG,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,..,71.2689971923828,73.693000793457,78.2330017089844,81.6589965820313,78.6949996948242,78.9280014038086,79.2040023803711,79.3000030517578,79.2910003662109,79.1630020141602,78.8980026245117,74.5070037841797,73.7360000610352,71.6989974975586,71.7590026855469,70.6050033569336,69.3789978027344,67.2460021972656,67.0370025634766,64.4990005493164,62.7709999084473,61.6829986572266,61.5130004882813,61.6300010681152,61.1319999694824,61.3489990234375
Afghanistan,AFG,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,..,80.2779998779297,83.943000793457,87.2210006713867,89.552001953125,88.5690002441406,88.193000793457,88.0810012817383,87.7529983520508,87.1780014038086,86.2620010375977,85.2320022583008,83.5299987792969,83.0289993286133,80.9410018920898,81.411003112793,80.3820037841797,78.9329986572266,76.8330001831055,78.1640014648438,75.6340026855469,73.5329971313477,72.8379974365234,72.6589965820313,72.6070022583008,72.4100036621094,72.6210021972656
Afghanistan,AFG,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,..,69.8399963378906,72.0910034179688,76.8170013427734,80.4229965209961,77.2320022583008,77.5039978027344,77.8509979248047,78.0179977416992,78.0970001220703,78.0910034179688,77.9260025024414,73.1689987182617,72.2919998168945,70.2289962768555,70.2170028686523,69.0699996948242,67.9179992675781,65.7900009155273,65.375,62.8139991760254,61.0859985351563,59.859001159668,59.5989990234375,59.6500015258789,58.9970016479492,59.1220016479492
Afghanistan,AFG,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..,6.55800008773804,5.13000011444092,4.82399988174438,4.42399978637695,4.06199979782104,4.4210000038147,4.6269998550415,4.90999984741211,5.31400012969971,5.88199996948242,6.46099996566772,5.78700017929077,5.85799980163574,6.60200023651123,6.56699991226196,6.71400022506714,7.09100008010864,6.96299982070923,6.10500001907349,6.1100001335144,6.37400007247925,6.2979998588562,6.35500001907349,6.49300003051758,6.72399997711182,6.74100017547607
Afghanistan,AFG,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,..,6.75899982452393,4.28599977493286,4.25,4.00400018692017,2.95799994468689,3.51300001144409,3.96799993515015,4.56599998474121,5.41300010681152,6.63399982452393,7.90299987792969,6.26399993896484,6.13600015640259,7.23000001907349,6.76399993896484,6.83799982070923,7.38199996948242,7.49100017547607,5.5479998588562,5.53200006484985,5.98299980163574,5.53200006484985,5.44399976730347,5.48799991607666,5.65899991989136,5.55900001525879
Afghanistan,AFG,"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,..,6.52600002288818,5.26200008392334,4.91499996185303,4.48999977111816,4.22599983215332,4.55999994277954,4.72700023651123,4.96299982070923,5.29899978637695,5.76900005340576,6.23899984359741,5.71700000762939,5.81500005722046,6.5019998550415,6.53599977493286,6.69399976730347,7.0460000038147,6.88299989700317,6.18800020217896,6.19700002670288,6.43499994277954,6.4229998588562,6.51200008392334,6.67399978637695,6.92500019073486,6.97499990463257
Afghanistan,AFG,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,..,22.1730003356934,21.1770000457764,16.943000793457,13.9160003662109,17.2430000305176,16.6520004272461,16.1690006256104,15.7889995574951,15.3950004577637,14.9540004730225,14.6409997940063,19.7059993743896,20.4060001373291,21.7000007629395,21.6730003356934,22.6809997558594,23.5300006866455,25.7910003662109,26.8579998016357,29.3910007476807,30.8549995422363,32.0190010070801,32.1319999694824,31.8770008087158,32.1450004577637,31.9099998474121
Afghanistan,AFG,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,..,12.96399974823,11.7709999084473,8.52999973297119,6.44500017166138,8.47399997711182,8.29500007629395,7.9520001411438,7.68100023269653,7.40999984741211,7.10400009155273,6.86499977111816,10.206000328064,10.8360004425049,11.8290004730225,11.826000213623,12.7810001373291,13.6859998703003,15.6759996414185,16.2900009155273,18.8349990844727,20.4850006103516,21.6319999694824,21.8980007171631,21.9060001373291,21.931999206543,21.8209991455078
Afghanistan,AFG,"Employment in services, male (% of male employment) (modeled ILO estimate)",SL.SRV.EMPL.MA.ZS,..,23.6340007781982,22.6469993591309,18.2679996490479,15.0869998931885,18.5419998168945,17.9360008239746,17.4209995269775,17.0189990997314,16.6040000915527,16.1399993896484,15.835000038147,21.1140003204346,21.8929996490479,23.2689990997314,23.2469997406006,24.2360000610352,25.0359992980957,27.3269996643066,28.4370002746582,30.9890003204346,32.4790000915527,33.7179985046387,33.8889999389648,33.6749992370605,34.0769996643066,33.9020004272461
Afghanistan,AFG,Export value index (2000 = 100),TX.VAL.MRCH.XD.WD,127.0810811,101.6216216,70.81081081,57.2972973,90.81081081,120.9362619,93.40480075,105.1393906,115.958547,121.0680785,100,49.52225588,72.82684689,104.8706595,222.121883,279.6550921,302.9596831,330.6338849,393.3130389,293.8133594,282.9206479,273.7204323,312.3565311,375.03787,415.5019226,416.1355162,434.3793696
Afghanistan,AFG,Export volume index (2000 = 100),TX.QTY.MRCH.XD.WD,..,..,..,..,..,..,..,..,..,..,100,44.11670925,66.91053448,96.60633083,172.4963823,201.6953774,194.2543138,189.7967718,190.0386467,147.3553211,125.620029,104.588705,123.2971761,152.4619223,170.2092703,179.3476898,185.0455137
Afghanistan,AFG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,32.3867187434984,43.5568692886976,33.9964942565238,27.3952555550972,26.4702926571493,17.8237142691694,17.9929746901578,14.707588950143,10.0238497500877,6.1072740046737,5.51685032452764,6.30789503590376,6.56770004943044,7.00211691758066,6.89624956045755
Afghanistan,AFG,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,53.9152237937699,-29.5051545104063,-17.4546486189632,17.4878617097662,-1.7010810608123,2.27798915946309,-21.6216317098542,-37.7427412660442,-26.678161104249,6.27416438050466,19.4468533703904,-8.64946916198035,2.42221418983002,-0.328469174491559
Afghanistan,AFG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,7.466,7.479,7.502,7.535,7.572,7.606,7.63,7.635,7.616,7.569,7.494,7.392,7.271,7.136,6.988,6.827,6.651,6.46,6.254,6.038,5.816,5.595,5.38,5.174,4.981,4.802,4.635
Afghanistan,AFG,Fixed broadband Internet subscribers (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.00082922249735364,0.000877514947868831,0.00193099026974003,0.00187851338358131,0.00183190236722454,0.00357087623339404,0.0052077606604857,..,0.00488647767638735,0.00472713585233789,0.00457903133339561,0.0209476420401006,0.0253952904937299
Afghanistan,AFG,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,0.0276235694507676,1.21099954088341,1.2610053680405,3.53611225780648,4.3186744650901,3.3722519515549,1.91683279017632,0.3959856893148,0.44932730314842,1.19706857313681,0.290980057971443,0.276695355827204,0.238406733662618,0.208454817058391,0.880258440654686,0.480709517928724
Afghanistan,AFG,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0218167018692128,-0.0132438661341067,0.0239041022052958,0,0,0.702613120472205,0.647876719894055,0.449902095386174,0.39151736033555,0.316508970537418,0.00265150830025655,-9.29398169633651E-05,-0.00694792198074579,-0.0758945950132622
Afghanistan,AFG,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.45045600557406,..
Afghanistan,AFG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,8.44416322679218,1.05555578746555,11.1752702416587,5.55413762257501,13.7402049898513,3.61136839226168,21.0206487363678,8.43329048161792,6.11368516942299,14.4347412879524,3.90057487510744,2.69052194787254,1.31004040372002,2.36671191565063
Afghanistan,AFG,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,364.570572951991,376.758714204473,364.095436021804,389.416357791097,397.985904741902,440.368155343632,444.950137932355,524.823533211573,553.300289383064,569.233387721432,630.427412567377,633.658411271767,630.320014012209,620.05652498092,617.889972323552
Afghanistan,AFG,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,1063.63557365313,1099.19450675044,1062.24936045108,1136.12321410151,1161.12488912197,1284.77521302624,1298.14315888036,1531.17399271735,1614.25500126115,1660.73985617959,1839.27357927778,1848.70002621394,1838.96024371997,1809.01648837218,1802.69556548499
Afghanistan,AFG,GDP per person employed (constant 1990 PPP $),SL.GDP.PCAP.EM.KD,..,7250.81298828125,6598.18505859375,4775.037109375,3454.54711914063,4491.60107421875,4353.8349609375,4026.07104492188,3755.72998046875,3486.97998046875,3193.876953125,2871.03100585938,4204.30615234375,4428.14697265625,4313.07080078125,4465.16796875,4651.17919921875,5107.701171875,5276.72900390625,6078.9619140625,6509.2158203125,6615.65576171875,7162.3662109375,6949.837890625,6682.4580078125,6422.0498046875,6275.91015625
Afghanistan,AFG,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.46196007728577,3.43784999847412,2.52441000938416,3.47170996665955,3.77759003639221,3.24201989173889,..
Afghanistan,AFG,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,12.3333155211811,16.845665636774,18.7923049655371,21.5682096326524,23.3562336686245,19.8649409466711,18.869671971305,17.8922473354938,17.8687825791077,16.5582354137958,16.813904232401,17.2317365340751,18.0541450707421,19.3694492543203,17.7066191389992
Afghanistan,AFG,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,17.1766262135928,56.7251809325009,36.0038329858607,27.6125193321435,8.30431854903854,5.09895191277367,5.79563440836475,8.7220630008156,9.20469188332021,9.73318822662021,4.46534745328361,2.85739134188312,4.7918008828876,-5.96247495530842
Afghanistan,AFG,"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.4866973095,0.3376266206,0.3743117136,0.3322431753,0.1504150832,0.0033180883,0.0859540452,0.1645240195,0.262056153
Afghanistan,AFG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,65.2877040064813,94.344170165331,87.1393244439261,77.4671450090535,74.0850567541813,58.3500468255022,55.0725455538748,42.199228474704,44.9434783455166,44.1939480697298,39.1423974375544,49.7577749005653,45.7738771422636,48.8016150299582,49.0249772914306
Afghanistan,AFG,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,..,..,..,..,..,..,..,..,..,..,0.00472256824217368,0.00456139517022146,0.0878912528559713,0.105809030021958,1.22414808372471,2.10712364546412,1.9,1.84,3.55,4,5,5.45454545454545,5.9,7,8.26,10.5957264186601
Afghanistan,AFG,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,23.3854824370029,22.3735170719935,25.9355820353797,26.530368488328,27.8697202063446,26.6090116413742,26.7010417255445,21.7764015315342,21.0446378396831,22.5815594965721,20.9952066527811,20.4063218740579,21.1237569229527,22.0304712280836,21.7039951873179
Afghanistan,AFG,"Industry, value added (annual % growth)",NV.IND.TOTL.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,10.2757216772714,17.469579199569,12.9917104084338,13.6675421565134,7.63312347748159,5.74182036439484,6.10714555799386,6.27059920763004,9.80761078602733,7.75038907683994,3.73830855067567,2.76686103724855,4.1708624389149,-0.803844956829508
Afghanistan,AFG,"Industry, value added (constant 2005 US$)",NV.IND.TOTL.KD,..,..,..,..,..,..,..,..,..,..,..,..,1570737945.17403,1732142604.69941,2034740628.87685,2299088238.94327,2613317093.21628,2812794813.79961,2974300439.227,3155945296.38265,3353841977.13085,3682773744.62625,3968203038.65449,4116546712.15669,4230445839.21549,4406891915.72196,4371467337.30451
Afghanistan,AFG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.68626872,7.254895561,8.482889268,30.55494061,-8.283078395,0.892536936,10.20166014,7.218257761,7.654316567,4.604334009,-1.533846583,2.169452176
Afghanistan,AFG,Informal payments to public officials (% of firms),IC.FRM.CORR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.5,..,..,..,..,..,39.3,..,..
Afghanistan,AFG,International migrant stock (% of population),SM.POP.TOTL.ZS,0.478024987632141,..,..,..,..,0.426423646962574,..,..,..,..,0.385327536273078,..,..,..,..,0.357787647744167,..,..,..,..,0.365657832373532,..,..,..,..,1.17554692684705,..
Afghanistan,AFG,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,14.7849998474121,14.8509998321533,14.9090003967285,14.9169998168945,14.9119997024536,14.9659996032715,14.8039999008179,14.6619997024536,14.5740003585815,14.5319995880127,14.5089998245239,14.8159999847412,15.1770000457764,15.5329999923706,15.8470001220703,16.1110000610352,15.6549997329712,15.2209997177124,14.8769998550415,14.6940002441406,14.7089996337891,15.2580003738403,15.9919996261597,16.8589992523193,17.7859992980957,18.7169990539551,19.4190006256104
Afghanistan,AFG,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,86.6750030517578,86.6520004272461,86.6110000610352,86.5530014038086,86.4800033569336,86.3960037231445,86.3899993896484,86.4059982299805,86.4369964599609,86.4769973754883,86.5220031738281,86.6360015869141,86.7600021362305,86.8850021362305,87.0019989013672,87.1019973754883,87.0009994506836,86.8929977416992,86.7789993286133,86.6600036621094,86.5449981689453,86.5319976806641,86.5410003662109,86.5739974975586,86.6330032348633,86.7149963378906,86.7170028686523
Afghanistan,AFG,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,51.3919982910156,51.5309982299805,51.6800003051758,51.7859992980957,51.8429985046387,51.8839988708496,51.806999206543,51.7140007019043,51.6459999084473,51.6230010986328,51.6419982910156,51.9210014343262,52.2490005493164,52.5670013427734,52.8269996643066,53.0130004882813,52.6710014343262,52.3110008239746,51.9850006103516,51.7550010681152,51.6539993286133,51.9490013122559,52.3610000610352,52.8559989929199,53.382999420166,53.9070014953613,54.234001159668
Afghanistan,AFG,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Labor force with advanced education, female (% of female working-age population with advanced education)",SL.TLF.ADVN.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Labor force with advanced education, male (% of male working-age population with advanced education)",SL.TLF.ADVN.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
